温度,时间,,
15.4,2019/2/25 7:10,,
15.4,2019/2/25 7:00,,
15.5,2019/2/25 6:50,,
15.5,2019/2/25 6:40,,
15.5,2019/2/25 6:30,,
15.6,2019/2/25 6:20,,
15.6,2019/2/25 6:10,,
15.6,2019/2/25 6:00,,
15.5,2019/2/25 5:50,,
15.6,2019/2/25 5:40,,
15.5,2019/2/25 5:30,,
15.6,2019/2/25 5:20,,
15.6,2019/2/25 5:10,,
15.7,2019/2/25 5:00,,
15.7,2019/2/25 4:50,,
15.8,2019/2/25 4:40,,
15.7,2019/2/25 4:30,,
15.7,2019/2/25 4:20,,
15.8,2019/2/25 4:10,,
15.8,2019/2/25 4:00,,
15.8,2019/2/25 3:50,,
15.8,2019/2/25 3:40,,
15.8,2019/2/25 3:30,,
15.8,2019/2/25 3:20,,
15.8,2019/2/25 3:10,,
15.9,2019/2/25 3:00,,
15.9,2019/2/25 2:50,,
16,2019/2/25 2:40,,
16,2019/2/25 2:30,,
16.1,2019/2/25 2:20,,
16,2019/2/25 2:10,,
16.1,2019/2/25 2:00,,
16.1,2019/2/25 1:50,,
16.1,2019/2/25 1:40,,
16.1,2019/2/25 1:30,,
16.1,2019/2/25 1:20,,
16.1,2019/2/25 1:10,,
16.2,2019/2/25 1:00,,
16.3,2019/2/25 0:50,,
16.3,2019/2/25 0:40,,
16.3,2019/2/25 0:30,,
16.3,2019/2/25 0:20,,
16.4,2019/2/25 0:10,,
16.3,2019/2/25 0:00,,
16.4,2019/2/24 23:50,,
16.5,2019/2/24 23:40,,
16.5,2019/2/24 23:30,,
16.5,2019/2/24 23:20,,
16.5,2019/2/24 23:10,,
16.5,2019/2/24 23:00,,
16.6,2019/2/24 22:50,,
16.6,2019/2/24 22:40,,
16.7,2019/2/24 22:30,,
16.8,2019/2/24 22:20,,
16.8,2019/2/24 22:10,,
16.8,2019/2/24 22:00,,
16.8,2019/2/24 21:50,,
16.9,2019/2/24 21:40,,
17,2019/2/24 21:30,,
16.9,2019/2/24 21:20,,
17,2019/2/24 21:10,,
17,2019/2/24 21:00,,
17.1,2019/2/24 20:50,,
17.1,2019/2/24 20:40,,
17.3,2019/2/24 20:30,,
17.3,2019/2/24 20:20,,
17.4,2019/2/24 20:10,,
17.5,2019/2/24 20:00,,
17.6,2019/2/24 19:50,,
17.7,2019/2/24 19:40,,
17.8,2019/2/24 19:30,,
18.1,2019/2/24 19:20,,
18.1,2019/2/24 19:10,,
17.8,2019/2/24 19:00,,
17.7,2019/2/24 18:50,,
18,2019/2/24 18:40,,
18.2,2019/2/24 18:30,,
18.3,2019/2/24 18:20,,
18.1,2019/2/24 18:10,,
18.1,2019/2/24 18:00,,
17.8,2019/2/24 17:50,,
17.6,2019/2/24 17:40,,
17.7,2019/2/24 17:30,,
17.8,2019/2/24 17:20,,
17.8,2019/2/24 17:10,,
17.8,2019/2/24 17:00,,
17.8,2019/2/24 16:50,,
17.8,2019/2/24 16:40,,
17.9,2019/2/24 16:30,,
18.1,2019/2/24 16:20,,
18.1,2019/2/24 16:10,,
18.2,2019/2/24 16:00,,
17.8,2019/2/24 15:50,,
17.8,2019/2/24 15:40,,
17.8,2019/2/24 15:30,,
17.8,2019/2/24 15:20,,
17.8,2019/2/24 15:10,,
18,2019/2/24 15:00,,
17.9,2019/2/24 14:50,,
17.9,2019/2/24 14:40,,
17.7,2019/2/24 14:30,,
17.9,2019/2/24 14:20,,
18.3,2019/2/24 14:10,,
18.3,2019/2/24 14:00,,
18.4,2019/2/24 13:50,,
18.3,2019/2/24 13:40,,
17.8,2019/2/24 13:30,,
17.5,2019/2/24 13:20,,
17.3,2019/2/24 13:10,,
17.3,2019/2/24 13:00,,
17.3,2019/2/24 12:50,,
17.3,2019/2/24 12:40,,
17.2,2019/2/24 12:30,,
17.2,2019/2/24 12:20,,
17.2,2019/2/24 12:10,,
17.1,2019/2/24 12:00,,
17.1,2019/2/24 11:50,,
16.9,2019/2/24 11:40,,
16.8,2019/2/24 11:30,,
16.8,2019/2/24 11:20,,
16.8,2019/2/24 11:10,,
16.6,2019/2/24 11:00,,
16.8,2019/2/24 10:50,,
16.9,2019/2/24 10:40,,
16.8,2019/2/24 10:30,,
17,2019/2/24 10:20,,
17,2019/2/24 10:10,,
16.9,2019/2/24 10:00,,
17,2019/2/24 9:50,,
17.1,2019/2/24 9:40,,
17.1,2019/2/24 9:30,,
17.3,2019/2/24 9:20,,
17.3,2019/2/24 9:10,,
17.2,2019/2/24 9:00,,
17.3,2019/2/24 8:50,,
17.3,2019/2/24 8:40,,
17.4,2019/2/24 8:30,,
17,2019/2/24 8:20,,
17.6,2019/2/24 8:10,,
17.6,2019/2/24 8:00,,
17.6,2019/2/24 7:50,,
17.6,2019/2/24 7:40,,
17.6,2019/2/24 7:30,,
17.6,2019/2/24 7:20,,
17.6,2019/2/24 7:10,,
17.6,2019/2/24 7:00,,
17.6,2019/2/24 6:50,,
17.6,2019/2/24 6:40,,
17.6,2019/2/24 6:30,,
17.6,2019/2/24 6:20,,
17.6,2019/2/24 6:10,,
17.6,2019/2/24 6:00,,
17.6,2019/2/24 5:50,,
17.6,2019/2/24 5:40,,
17.6,2019/2/24 5:30,,
17.6,2019/2/24 5:20,,
17.6,2019/2/24 5:10,,
17.6,2019/2/24 5:00,,
17.6,2019/2/24 4:50,,
17.6,2019/2/24 4:40,,
17.6,2019/2/24 4:30,,
17.6,2019/2/24 4:20,,
17.6,2019/2/24 4:10,,
17.6,2019/2/24 4:00,,
17.6,2019/2/24 3:50,,
17.6,2019/2/24 3:40,,
17.6,2019/2/24 3:30,,
17.6,2019/2/24 3:20,,
17.6,2019/2/24 3:10,,
17.6,2019/2/24 3:00,,
17.6,2019/2/24 2:50,,
17.6,2019/2/24 2:40,,
17.6,2019/2/24 2:30,,
17.6,2019/2/24 2:20,,
17.6,2019/2/24 2:10,,
17.6,2019/2/24 2:00,,
17.6,2019/2/24 1:50,,
17.6,2019/2/24 1:40,,
17.6,2019/2/24 1:30,,
17.6,2019/2/24 1:20,,
17.6,2019/2/24 1:10,,
17.6,2019/2/24 1:00,,
17.6,2019/2/24 0:50,,
17.6,2019/2/24 0:40,,
17.7,2019/2/24 0:30,,
17.7,2019/2/24 0:20,,
17.6,2019/2/24 0:10,,
17.7,2019/2/24 0:00,,
17.6,2019/2/23 23:50,,
17.7,2019/2/23 23:40,,
17.7,2019/2/23 23:30,,
17.7,2019/2/23 23:20,,
17.7,2019/2/23 23:10,,
17.7,2019/2/23 23:00,,
17.7,2019/2/23 22:50,,
17.7,2019/2/23 22:40,,
17.7,2019/2/23 22:30,,
17.7,2019/2/23 22:20,,
17.7,2019/2/23 22:10,,
17.7,2019/2/23 22:00,,
17.7,2019/2/23 21:50,,
17.7,2019/2/23 21:40,,
17.7,2019/2/23 21:30,,
17.7,2019/2/23 21:20,,
17.7,2019/2/23 21:10,,
17.7,2019/2/23 21:00,,
17.7,2019/2/23 20:50,,
17.7,2019/2/23 20:40,,
17.8,2019/2/23 20:30,,
17.8,2019/2/23 20:20,,
17.9,2019/2/23 20:10,,
17.8,2019/2/23 20:00,,
17.7,2019/2/23 19:50,,
17.6,2019/2/23 19:40,,
17.8,2019/2/23 19:30,,
18.1,2019/2/23 19:20,,
18.2,2019/2/23 19:10,,
18.2,2019/2/23 19:00,,
18.1,2019/2/23 18:50,,
18,2019/2/23 18:40,,
17.9,2019/2/23 18:30,,
18,2019/2/23 18:20,,
17.9,2019/2/23 18:10,,
17.7,2019/2/23 18:00,,
17.5,2019/2/23 17:50,,
17.4,2019/2/23 17:40,,
17.5,2019/2/23 17:30,,
17.4,2019/2/23 17:20,,
17.5,2019/2/23 17:10,,
17.8,2019/2/23 17:00,,
17.6,2019/2/23 16:50,,
17.6,2019/2/23 16:40,,
17.6,2019/2/23 16:30,,
17.6,2019/2/23 16:20,,
17.6,2019/2/23 16:10,,
17.7,2019/2/23 16:00,,
17.6,2019/2/23 15:50,,
17.6,2019/2/23 15:40,,
17.6,2019/2/23 15:30,,
17.6,2019/2/23 15:20,,
17.6,2019/2/23 15:10,,
17.7,2019/2/23 15:00,,
17.3,2019/2/23 14:50,,
17.5,2019/2/23 14:40,,
17.6,2019/2/23 14:30,,
17.6,2019/2/23 14:20,,
17.5,2019/2/23 14:10,,
17.6,2019/2/23 14:00,,
17.5,2019/2/23 13:50,,
17.7,2019/2/23 13:40,,
18.2,2019/2/23 13:30,,
17.8,2019/2/23 13:20,,
17.9,2019/2/23 13:10,,
17.8,2019/2/23 13:00,,
17.9,2019/2/23 12:50,,
17.5,2019/2/23 12:40,,
17.4,2019/2/23 12:30,,
17.1,2019/2/23 12:20,,
17,2019/2/23 12:10,,
17,2019/2/23 12:00,,
17,2019/2/23 11:50,,
16.8,2019/2/23 11:40,,
16.8,2019/2/23 11:30,,
16.5,2019/2/23 11:20,,
16.5,2019/2/23 11:10,,
16.5,2019/2/23 11:00,,
16.5,2019/2/23 10:50,,
16.5,2019/2/23 10:40,,
16.6,2019/2/23 10:30,,
16.9,2019/2/23 10:20,,
17,2019/2/23 10:10,,
16.8,2019/2/23 10:00,,
16.9,2019/2/23 9:50,,
17.1,2019/2/23 9:40,,
17.1,2019/2/23 9:30,,
17.1,2019/2/23 9:20,,
17.3,2019/2/23 9:10,,
17.3,2019/2/23 9:00,,
17.1,2019/2/23 8:50,,
17.4,2019/2/23 8:40,,
17,2019/2/23 8:30,,
16.4,2019/2/23 8:20,,
17.3,2019/2/23 8:10,,
17.2,2019/2/23 8:00,,
17.2,2019/2/23 7:50,,
17.1,2019/2/23 7:40,,
17.2,2019/2/23 7:30,,
17.2,2019/2/23 7:20,,
17.2,2019/2/23 7:10,,
17.2,2019/2/23 7:00,,
17.2,2019/2/23 6:50,,
17.2,2019/2/23 6:40,,
17.2,2019/2/23 6:30,,
17.2,2019/2/23 6:20,,
17.2,2019/2/23 6:10,,
17.2,2019/2/23 6:00,,
17.2,2019/2/23 5:50,,
17.2,2019/2/23 5:40,,
17.2,2019/2/23 5:30,,
17.2,2019/2/23 5:20,,
17.2,2019/2/23 5:10,,
17.2,2019/2/23 5:00,,
17.2,2019/2/23 4:50,,
17.2,2019/2/23 4:40,,
17.2,2019/2/23 4:30,,
17.2,2019/2/23 4:20,,
17.2,2019/2/23 4:10,,
17.2,2019/2/23 4:00,,
17.3,2019/2/23 3:50,,
17.3,2019/2/23 3:40,,
17.3,2019/2/23 3:30,,
17.3,2019/2/23 3:20,,
17.3,2019/2/23 3:10,,
17.3,2019/2/23 3:00,,
17.3,2019/2/23 2:50,,
17.3,2019/2/23 2:40,,
17.3,2019/2/23 2:30,,
17.3,2019/2/23 2:20,,
17.3,2019/2/23 2:10,,
17.3,2019/2/23 2:00,,
17.3,2019/2/23 1:50,,
17.3,2019/2/23 1:40,,
17.3,2019/2/23 1:30,,
17.3,2019/2/23 1:20,,
17.3,2019/2/23 1:10,,
17.3,2019/2/23 1:00,,
17.3,2019/2/23 0:50,,
17.3,2019/2/23 0:40,,
17.3,2019/2/23 0:30,,
17.3,2019/2/23 0:20,,
17.3,2019/2/23 0:10,,
17.3,2019/2/23 0:00,,
17.3,2019/2/22 23:50,,
17.3,2019/2/22 23:40,,
17.3,2019/2/22 23:30,,
17.3,2019/2/22 23:20,,
17.3,2019/2/22 23:10,,
17.3,2019/2/22 23:00,,
17.3,2019/2/22 22:50,,
17.3,2019/2/22 22:40,,
17.3,2019/2/22 22:30,,
17.3,2019/2/22 22:20,,
17.3,2019/2/22 22:10,,
17.3,2019/2/22 22:00,,
17.3,2019/2/22 21:50,,
17.3,2019/2/22 21:40,,
17.3,2019/2/22 21:30,,
17.3,2019/2/22 21:20,,
17.3,2019/2/22 21:10,,
17.3,2019/2/22 21:00,,
17.5,2019/2/22 20:50,,
17,2019/2/22 20:40,,
17.1,2019/2/22 20:30,,
17.2,2019/2/22 20:20,,
17.3,2019/2/22 20:10,,
17.5,2019/2/22 20:00,,
17.2,2019/2/22 19:50,,
17.5,2019/2/22 19:40,,
17.3,2019/2/22 19:30,,
17.7,2019/2/22 19:20,,
17.4,2019/2/22 19:10,,
17.5,2019/2/22 19:00,,
17.1,2019/2/22 18:50,,
17,2019/2/22 18:40,,
17,2019/2/22 18:30,,
17.1,2019/2/22 18:20,,
17,2019/2/22 18:10,,
17.1,2019/2/22 18:00,,
17.1,2019/2/22 17:50,,
17,2019/2/22 17:40,,
17,2019/2/22 17:30,,
17,2019/2/22 17:20,,
17,2019/2/22 17:10,,
17.1,2019/2/22 17:00,,
17,2019/2/22 16:50,,
17.1,2019/2/22 16:40,,
17,2019/2/22 16:30,,
17,2019/2/22 16:20,,
17,2019/2/22 16:10,,
17.1,2019/2/22 16:00,,
17.1,2019/2/22 15:50,,
17.1,2019/2/22 15:40,,
17.2,2019/2/22 15:30,,
17.3,2019/2/22 15:20,,
17.5,2019/2/22 15:10,,
17.5,2019/2/22 15:00,,
17.7,2019/2/22 14:50,,
17.6,2019/2/22 14:40,,
17.3,2019/2/22 14:30,,
17.3,2019/2/22 14:20,,
17.3,2019/2/22 14:10,,
17.3,2019/2/22 14:00,,
17.4,2019/2/22 13:50,,
17.5,2019/2/22 13:40,,
17.7,2019/2/22 13:30,,
17.7,2019/2/22 13:20,,
17.8,2019/2/22 13:10,,
17.8,2019/2/22 13:00,,
17.8,2019/2/22 12:50,,
17.5,2019/2/22 12:40,,
17.5,2019/2/22 12:30,,
17.5,2019/2/22 12:20,,
17,2019/2/22 12:10,,
16.9,2019/2/22 12:00,,
16.8,2019/2/22 11:50,,
16.8,2019/2/22 11:40,,
16.8,2019/2/22 11:30,,
16.5,2019/2/22 11:20,,
16.4,2019/2/22 11:10,,
16.8,2019/2/22 11:00,,
16.7,2019/2/22 10:50,,
16.7,2019/2/22 10:40,,
16.7,2019/2/22 10:30,,
16.7,2019/2/22 10:20,,
16.6,2019/2/22 10:10,,
16.6,2019/2/22 10:00,,
16.6,2019/2/22 9:50,,
16.6,2019/2/22 9:40,,
16.5,2019/2/22 9:30,,
16.6,2019/2/22 8:50,,
16.6,2019/2/22 8:40,,
16.6,2019/2/22 8:30,,
16.6,2019/2/22 8:20,,
16.9,2019/2/22 8:10,,
16.8,2019/2/22 8:00,,
16.6,2019/2/22 6:50,,
16.6,2019/2/22 6:40,,
16.6,2019/2/22 6:30,,
16.7,2019/2/22 6:20,,
16.7,2019/2/22 6:10,,
16.7,2019/2/22 6:00,,
16.7,2019/2/22 5:50,,
16.7,2019/2/22 5:40,,
16.7,2019/2/22 5:30,,
16.7,2019/2/22 5:20,,
16.7,2019/2/22 5:10,,
16.7,2019/2/22 5:00,,
16.7,2019/2/22 4:20,,
16.7,2019/2/22 4:10,,
16.7,2019/2/22 4:00,,
16.7,2019/2/22 3:50,,
16.7,2019/2/22 3:40,,
16.7,2019/2/22 3:30,,
16.7,2019/2/22 2:50,,
16.8,2019/2/22 2:40,,
16.7,2019/2/22 2:30,,
16.8,2019/2/22 2:20,,
16.8,2019/2/22 2:10,,
16.8,2019/2/22 2:00,,
16.8,2019/2/21 23:50,,
16.8,2019/2/21 23:40,,
16.8,2019/2/21 23:30,,
16.8,2019/2/21 23:20,,
16.8,2019/2/21 23:10,,
16.8,2019/2/21 23:00,,
16.8,2019/2/21 22:50,,
16.8,2019/2/21 22:40,,
16.8,2019/2/21 22:30,,
16.8,2019/2/21 22:20,,
16.8,2019/2/21 22:10,,
16.8,2019/2/21 22:00,,
16.8,2019/2/21 21:50,,
16.8,2019/2/21 21:40,,
16.8,2019/2/21 21:30,,
16.8,2019/2/21 20:50,,
16.8,2019/2/21 20:40,,
16.8,2019/2/21 20:30,,
16.5,2019/2/21 18:50,,
17,2019/2/21 18:40,,
16.5,2019/2/21 18:30,,
16.4,2019/2/21 16:50,,
16.5,2019/2/21 16:40,,
16.5,2019/2/21 16:30,,
16.6,2019/2/21 15:50,,
16.6,2019/2/21 15:40,,
16.6,2019/2/21 15:30,,
16.7,2019/2/21 15:20,,
16.8,2019/2/21 15:10,,
17,2019/2/21 15:00,,
16.9,2019/2/21 14:20,,
16.9,2019/2/21 14:10,,
16.9,2019/2/21 14:00,,
17.1,2019/2/21 13:50,,
17,2019/2/21 13:40,,
17.2,2019/2/21 13:30,,
17.2,2019/2/21 13:20,,
18,2019/2/21 13:10,,
17.4,2019/2/21 13:00,,
17.1,2019/2/21 12:50,,
17.1,2019/2/21 12:40,,
16.9,2019/2/21 12:30,,
16.6,2019/2/21 12:20,,
16.8,2019/2/21 12:10,,
16.8,2019/2/21 12:00,,
16.8,2019/2/21 11:50,,
16.6,2019/2/21 11:40,,
16.5,2019/2/21 11:30,,
16.5,2019/2/21 11:20,,
16.6,2019/2/21 11:10,,
16.6,2019/2/21 11:00,,
16.6,2019/2/21 10:50,,
16.4,2019/2/21 10:40,,
16.5,2019/2/21 10:30,,
16.5,2019/2/21 10:20,,
16.4,2019/2/21 10:10,,
16.3,2019/2/21 10:00,,
16.3,2019/2/21 9:50,,
16.2,2019/2/21 9:40,,
16.1,2019/2/21 9:30,,
16.1,2019/2/21 9:20,,
16,2019/2/21 9:10,,
16,2019/2/21 9:00,,
16,2019/2/21 8:50,,
15.8,2019/2/21 8:40,,
15.8,2019/2/21 8:30,,
14.8,2019/2/21 8:20,,
15,2019/2/21 8:10,,
15.1,2019/2/21 8:00,,
14.8,2019/2/21 7:50,,
14.9,2019/2/21 7:40,,
15.1,2019/2/21 7:30,,
16.5,2019/2/21 7:20,,
16.5,2019/2/21 7:10,,
16.5,2019/2/21 7:00,,
16.6,2019/2/21 6:50,,
16.6,2019/2/21 6:40,,
16.6,2019/2/21 6:30,,
16.6,2019/2/21 6:20,,
16.6,2019/2/21 6:10,,
16.6,2019/2/21 6:00,,
16.6,2019/2/21 5:50,,
16.6,2019/2/21 5:40,,
16.6,2019/2/21 5:30,,
16.6,2019/2/21 5:20,,
16.6,2019/2/21 5:10,,
16.6,2019/2/21 5:00,,
16.6,2019/2/21 4:50,,
16.6,2019/2/21 4:40,,
16.6,2019/2/21 4:30,,
16.6,2019/2/21 4:20,,
16.6,2019/2/21 4:10,,
16.6,2019/2/21 4:00,,
16.6,2019/2/21 3:50,,
16.6,2019/2/21 3:40,,
16.6,2019/2/21 3:30,,
16.6,2019/2/21 3:20,,
16.6,2019/2/21 3:10,,
16.6,2019/2/21 3:00,,
16.6,2019/2/21 2:50,,
16.6,2019/2/21 2:40,,
16.6,2019/2/21 2:30,,
16.6,2019/2/21 2:20,,
16.6,2019/2/21 2:10,,
16.6,2019/2/21 2:00,,
16.7,2019/2/21 1:50,,
16.7,2019/2/21 1:40,,
16.6,2019/2/21 1:30,,
16.7,2019/2/21 1:20,,
16.7,2019/2/21 1:10,,
16.7,2019/2/21 1:00,,
16.7,2019/2/21 0:50,,
16.7,2019/2/21 0:40,,
16.7,2019/2/21 0:30,,
16.7,2019/2/21 0:20,,
16.7,2019/2/21 0:10,,
16.7,2019/2/21 0:00,,
16.7,2019/2/20 23:50,,
16.7,2019/2/20 23:40,,
16.7,2019/2/20 23:30,,
16.8,2019/2/20 23:20,,
16.8,2019/2/20 23:10,,
16.8,2019/2/20 23:00,,
16.8,2019/2/20 22:50,,
16.8,2019/2/20 22:40,,
16.8,2019/2/20 22:30,,
16.8,2019/2/20 22:20,,
16.8,2019/2/20 22:10,,
16.8,2019/2/20 22:00,,
16.8,2019/2/20 21:50,,
16.8,2019/2/20 21:40,,
16.8,2019/2/20 21:30,,
16.8,2019/2/20 21:20,,
16.9,2019/2/20 21:10,,
16.9,2019/2/20 21:00,,
16.9,2019/2/20 20:50,,
17,2019/2/20 20:40,,
17,2019/2/20 20:30,,
17,2019/2/20 20:20,,
16.8,2019/2/20 20:10,,
16.7,2019/2/20 20:00,,
17.1,2019/2/20 19:50,,
17.3,2019/2/20 19:40,,
17.3,2019/2/20 19:30,,
17.1,2019/2/20 19:20,,
16.8,2019/2/20 19:10,,
17.3,2019/2/20 19:00,,
16.8,2019/2/20 18:50,,
16.3,2019/2/20 18:40,,
16.3,2019/2/20 18:30,,
16.3,2019/2/20 18:20,,
16.3,2019/2/20 18:10,,
16.4,2019/2/20 18:00,,
16.5,2019/2/20 17:50,,
16.6,2019/2/20 17:40,,
16.9,2019/2/20 17:30,,
16.9,2019/2/20 17:20,,
16.9,2019/2/20 17:10,,
17,2019/2/20 17:00,,
16.8,2019/2/20 16:50,,
16.8,2019/2/20 16:40,,
16.8,2019/2/20 16:30,,
16.8,2019/2/20 16:20,,
16.8,2019/2/20 16:10,,
16.8,2019/2/20 16:00,,
16.8,2019/2/20 15:50,,
16.9,2019/2/20 15:40,,
17,2019/2/20 15:30,,
17,2019/2/20 15:20,,
17,2019/2/20 15:10,,
17.1,2019/2/20 15:00,,
17.1,2019/2/20 14:50,,
17.1,2019/2/20 14:40,,
17.1,2019/2/20 14:30,,
17.1,2019/2/20 14:20,,
17.1,2019/2/20 14:10,,
17.1,2019/2/20 14:00,,
17.1,2019/2/20 13:50,,
17,2019/2/20 13:40,,
17,2019/2/20 13:30,,
16.9,2019/2/20 13:20,,
16.8,2019/2/20 13:10,,
17,2019/2/20 13:00,,
16.6,2019/2/20 12:50,,
17,2019/2/20 12:40,,
17,2019/2/20 12:30,,
17,2019/2/20 12:20,,
16.5,2019/2/20 12:10,,
15.8,2019/2/20 12:00,,
15.8,2019/2/20 11:50,,
15.8,2019/2/20 11:40,,
16.1,2019/2/20 11:30,,
16.1,2019/2/20 11:20,,
16.4,2019/2/20 11:10,,
16.4,2019/2/20 11:00,,
16.2,2019/2/20 10:50,,
16.4,2019/2/20 10:40,,
16.3,2019/2/20 10:30,,
16,2019/2/20 10:20,,
16.4,2019/2/20 10:10,,
16.4,2019/2/20 10:00,,
16.4,2019/2/20 9:50,,
16.4,2019/2/20 9:40,,
16.3,2019/2/20 9:30,,
16.3,2019/2/20 9:20,,
16.2,2019/2/20 9:10,,
16.2,2019/2/20 9:00,,
16.2,2019/2/20 8:50,,
16.1,2019/2/20 8:40,,
16.1,2019/2/20 8:30,,
15.1,2019/2/20 8:20,,
15,2019/2/20 8:10,,
15.7,2019/2/20 8:00,,
16.1,2019/2/20 7:50,,
16.1,2019/2/20 7:40,,
15.6,2019/2/20 7:30,,
14.9,2019/2/20 7:20,,
16.1,2019/2/20 7:10,,
16.1,2019/2/20 7:00,,
16.1,2019/2/20 6:50,,
16.1,2019/2/20 6:40,,
16.1,2019/2/20 6:30,,
16.1,2019/2/20 6:20,,
16.1,2019/2/20 6:10,,
16.1,2019/2/20 6:00,,
16.1,2019/2/20 5:50,,
16.1,2019/2/20 5:40,,
16.1,2019/2/20 5:30,,
16.1,2019/2/20 5:20,,
16.1,2019/2/20 5:10,,
16.1,2019/2/20 5:00,,
16.1,2019/2/20 4:50,,
16.1,2019/2/20 4:40,,
16.1,2019/2/20 4:30,,
16.1,2019/2/20 4:20,,
16.1,2019/2/20 4:10,,
16.1,2019/2/20 4:00,,
16.1,2019/2/20 3:50,,
16.1,2019/2/20 3:40,,
16.1,2019/2/20 3:30,,
16.1,2019/2/20 3:20,,
16.1,2019/2/20 3:10,,
16.1,2019/2/20 3:00,,
16.1,2019/2/20 2:50,,
16.1,2019/2/20 2:40,,
16.1,2019/2/20 2:30,,
16.1,2019/2/20 2:20,,
16.1,2019/2/20 2:10,,
16.1,2019/2/20 2:00,,
16.1,2019/2/20 1:50,,
16.1,2019/2/20 1:40,,
16.1,2019/2/20 1:30,,
16.1,2019/2/20 1:20,,
16.1,2019/2/20 1:10,,
16.1,2019/2/20 1:00,,
16.1,2019/2/20 0:50,,
16.1,2019/2/20 0:40,,
16.1,2019/2/20 0:30,,
16.1,2019/2/20 0:20,,
16.1,2019/2/20 0:10,,
16.1,2019/2/20 0:00,,
16.1,2019/2/19 23:50,,
16.1,2019/2/19 23:40,,
16.1,2019/2/19 23:30,,
16.1,2019/2/19 23:20,,
16.1,2019/2/19 23:10,,
16.1,2019/2/19 23:00,,
16.1,2019/2/19 22:50,,
16.1,2019/2/19 22:40,,
16.1,2019/2/19 22:30,,
16.1,2019/2/19 22:20,,
16.1,2019/2/19 22:10,,
16.1,2019/2/19 22:00,,
16.1,2019/2/19 21:50,,
16.1,2019/2/19 21:40,,
16.1,2019/2/19 21:30,,
16.1,2019/2/19 21:20,,
16.1,2019/2/19 21:10,,
16.1,2019/2/19 21:00,,
16.1,2019/2/19 20:50,,
16.1,2019/2/19 20:40,,
16.1,2019/2/19 20:30,,
16.1,2019/2/19 20:20,,
16.1,2019/2/19 20:10,,
16.3,2019/2/19 20:00,,
16.3,2019/2/19 19:50,,
15.8,2019/2/19 19:40,,
15.9,2019/2/19 19:30,,
16.2,2019/2/19 19:20,,
16.1,2019/2/19 19:10,,
15.9,2019/2/19 19:00,,
16,2019/2/19 18:50,,
16.1,2019/2/19 18:40,,
16,2019/2/19 18:30,,
15.6,2019/2/19 18:20,,
15.7,2019/2/19 18:10,,
16,2019/2/19 18:00,,
16.1,2019/2/19 17:57,,
16.3,2019/2/19 17:50,,
16.2,2019/2/19 17:40,,
16,2019/2/19 17:30,,
14.9,2019/2/19 17:20,,
15,2019/2/19 17:10,,
15,2019/2/19 17:00,,
15.5,2019/2/19 16:50,,
15.1,2019/2/19 16:40,,
15.1,2019/2/19 16:30,,
15.1,2019/2/19 16:20,,
15.3,2019/2/19 16:10,,
15.3,2019/2/19 16:00,,
15.5,2019/2/19 15:50,,
15.5,2019/2/19 15:40,,
15.4,2019/2/19 15:30,,
15.5,2019/2/19 15:20,,
15.5,2019/2/19 15:10,,
15.6,2019/2/19 15:00,,
15.7,2019/2/19 14:50,,
15.6,2019/2/19 14:40,,
15.6,2019/2/19 14:30,,
15.7,2019/2/19 14:20,,
15.8,2019/2/19 14:10,,
16.1,2019/2/19 14:00,,
16.6,2019/2/19 13:50,,
16.6,2019/2/19 13:40,,
16.5,2019/2/19 13:30,,
16.4,2019/2/19 13:20,,
15.6,2019/2/19 13:10,,
15.6,2019/2/19 13:00,,
15.6,2019/2/19 12:50,,
15.6,2019/2/19 12:40,,
15.9,2019/2/19 12:30,,
16.2,2019/2/19 12:20,,
16.3,2019/2/19 12:10,,
16,2019/2/19 12:00,,
15.4,2019/2/19 11:50,,
15.1,2019/2/19 11:40,,
15,2019/2/19 11:30,,
15.1,2019/2/19 11:20,,
15.1,2019/2/19 11:10,,
15.3,2019/2/19 11:00,,
15.5,2019/2/19 10:50,,
15.3,2019/2/19 10:40,,
15.3,2019/2/19 10:30,,
15.1,2019/2/19 10:20,,
15,2019/2/19 10:10,,
15.2,2019/2/19 10:00,,
15.1,2019/2/19 9:50,,
15.1,2019/2/19 9:40,,
15,2019/2/19 9:30,,
14.9,2019/2/19 9:20,,
14.7,2019/2/19 9:10,,
16.1,2019/2/19 9:00,,
16,2019/2/19 8:50,,
15.8,2019/2/19 8:40,,
15.9,2019/2/19 8:30,,
15.8,2019/2/19 8:20,,
15,2019/2/19 8:10,,
14.6,2019/2/19 8:00,,
14.4,2019/2/19 7:50,,
14.5,2019/2/19 7:40,,
14.7,2019/2/19 7:30,,
14.9,2019/2/19 7:20,,
15.8,2019/2/19 7:10,,
15.8,2019/2/19 7:00,,
15.8,2019/2/19 6:50,,
15.8,2019/2/19 6:40,,
15.8,2019/2/19 6:30,,
15.8,2019/2/19 6:20,,
15.8,2019/2/19 6:10,,
15.8,2019/2/19 6:00,,
15.8,2019/2/19 5:50,,
15.8,2019/2/19 5:40,,
15.8,2019/2/19 5:30,,
15.8,2019/2/19 5:20,,
15.8,2019/2/19 5:10,,
15.8,2019/2/19 5:00,,
15.8,2019/2/19 4:50,,
15.8,2019/2/19 4:40,,
15.8,2019/2/19 4:30,,
15.8,2019/2/19 4:20,,
15.8,2019/2/19 4:10,,
